"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2551","E2E","chromium","Tue Dec 09 19:45:45 EET 2025","passed","Tue Dec 09 19:45:47 EET 2025","suite 1","pom.spec.ts","",""
